Start,End,Segment,Strain,NGS_read_count
371,2003,PA,A_PuertoRico_8_1934,1
263,1811,PA,A_PuertoRico_8_1934,1
420,1878,PA,A_PuertoRico_8_1934,1
486,1884,PA,A_PuertoRico_8_1934,1
202,1662,PA,A_PuertoRico_8_1934,1
491,1621,PA,A_PuertoRico_8_1934,1
209,1861,PA,A_PuertoRico_8_1934,1
289,1943,PA,A_PuertoRico_8_1934,1
363,1853,PA,A_PuertoRico_8_1934,1
457,1964,PA,A_PuertoRico_8_1934,1
296,1856,PA,A_PuertoRico_8_1934,1
507,1728,PA,A_PuertoRico_8_1934,1
307,1922,PA,A_PuertoRico_8_1934,1
228,1809,PA,A_PuertoRico_8_1934,1
207,1667,PA,A_PuertoRico_8_1934,1
197,1904,PA,A_PuertoRico_8_1934,1
305,1623,PA,A_PuertoRico_8_1934,1
409,1655,PA,A_PuertoRico_8_1934,1
415,1834,PA,A_PuertoRico_8_1934,1
407,1831,PA,A_PuertoRico_8_1934,1
243,1768,PA,A_PuertoRico_8_1934,1
496,1624,PA,A_PuertoRico_8_1934,1
491,1633,PA,A_PuertoRico_8_1934,1
366,1718,PA,A_PuertoRico_8_1934,1
322,1964,PA,A_PuertoRico_8_1934,1
236,1962,PA,A_PuertoRico_8_1934,1
167,1832,PA,A_PuertoRico_8_1934,1
362,1902,PA,A_PuertoRico_8_1934,1
281,1822,PA,A_PuertoRico_8_1934,1
528,1768,PA,A_PuertoRico_8_1934,1
401,1984,PA,A_PuertoRico_8_1934,1
485,1854,PA,A_PuertoRico_8_1934,1
508,1879,PA,A_PuertoRico_8_1934,1
244,1688,PA,A_PuertoRico_8_1934,1
384,1820,PA,A_PuertoRico_8_1934,1
507,1818,PA,A_PuertoRico_8_1934,1
204,1706,PA,A_PuertoRico_8_1934,1
544,1731,PA,A_PuertoRico_8_1934,1
185,1853,PA,A_PuertoRico_8_1934,1
242,1987,PA,A_PuertoRico_8_1934,1
400,1965,PA,A_PuertoRico_8_1934,1
272,1805,PA,A_PuertoRico_8_1934,1
505,2005,PA,A_PuertoRico_8_1934,1
311,1832,PA,A_PuertoRico_8_1934,1
388,1688,PA,A_PuertoRico_8_1934,1
277,1769,PA,A_PuertoRico_8_1934,1
390,1638,PA,A_PuertoRico_8_1934,1
542,1851,PA,A_PuertoRico_8_1934,1
502,1883,PA,A_PuertoRico_8_1934,1
225,1664,PA,A_PuertoRico_8_1934,1
321,1728,PA,A_PuertoRico_8_1934,1
475,1878,PA,A_PuertoRico_8_1934,1
432,1979,PA,A_PuertoRico_8_1934,1
254,1870,PA,A_PuertoRico_8_1934,1
477,1644,PA,A_PuertoRico_8_1934,1
474,1716,PA,A_PuertoRico_8_1934,1
339,1649,PA,A_PuertoRico_8_1934,1
405,1948,PA,A_PuertoRico_8_1934,1
218,1746,PA,A_PuertoRico_8_1934,1
243,1991,PA,A_PuertoRico_8_1934,1
187,1887,PA,A_PuertoRico_8_1934,1
518,2004,PA,A_PuertoRico_8_1934,1
476,1815,PA,A_PuertoRico_8_1934,1
371,1805,PA,A_PuertoRico_8_1934,1
231,1961,PA,A_PuertoRico_8_1934,1
256,2013,PA,A_PuertoRico_8_1934,1
512,1784,PA,A_PuertoRico_8_1934,1
254,1660,PA,A_PuertoRico_8_1934,1
459,1915,PA,A_PuertoRico_8_1934,1
217,2014,PA,A_PuertoRico_8_1934,1
408,1782,PA,A_PuertoRico_8_1934,1
254,1897,PA,A_PuertoRico_8_1934,1
505,1904,PA,A_PuertoRico_8_1934,1
177,1845,PA,A_PuertoRico_8_1934,1
445,1688,PA,A_PuertoRico_8_1934,1
256,1617,PA,A_PuertoRico_8_1934,1
182,1715,PA,A_PuertoRico_8_1934,1
215,1996,PA,A_PuertoRico_8_1934,1
524,1657,PA,A_PuertoRico_8_1934,1
366,1894,PA,A_PuertoRico_8_1934,1
287,1991,PA,A_PuertoRico_8_1934,1
391,1900,PA,A_PuertoRico_8_1934,1
223,1785,PA,A_PuertoRico_8_1934,1
488,1886,PA,A_PuertoRico_8_1934,1
411,1663,PA,A_PuertoRico_8_1934,1
214,1954,PA,A_PuertoRico_8_1934,1
334,1836,PA,A_PuertoRico_8_1934,1
483,1746,PA,A_PuertoRico_8_1934,1
414,1754,PA,A_PuertoRico_8_1934,1
298,1998,PA,A_PuertoRico_8_1934,1
361,1960,PA,A_PuertoRico_8_1934,1
536,1717,PA,A_PuertoRico_8_1934,1
237,1654,PA,A_PuertoRico_8_1934,1
337,1847,PA,A_PuertoRico_8_1934,1
486,1965,PA,A_PuertoRico_8_1934,1
534,1930,PA,A_PuertoRico_8_1934,1
412,1974,PA,A_PuertoRico_8_1934,1
265,1689,PA,A_PuertoRico_8_1934,1
512,1717,PA,A_PuertoRico_8_1934,1
244,1937,PA,A_PuertoRico_8_1934,1
358,1824,PA,A_PuertoRico_8_1934,1
455,1989,PA,A_PuertoRico_8_1934,1
556,1623,PA,A_PuertoRico_8_1934,1
467,1717,PA,A_PuertoRico_8_1934,1
398,1912,PA,A_PuertoRico_8_1934,1
321,1789,PA,A_PuertoRico_8_1934,1
352,1690,PA,A_PuertoRico_8_1934,1
184,1896,PA,A_PuertoRico_8_1934,1
524,1684,PA,A_PuertoRico_8_1934,1
203,1823,PA,A_PuertoRico_8_1934,1
353,1701,PA,A_PuertoRico_8_1934,1
303,1812,PA,A_PuertoRico_8_1934,1
370,1814,PA,A_PuertoRico_8_1934,1
187,1919,PA,A_PuertoRico_8_1934,1
330,1756,PA,A_PuertoRico_8_1934,1
542,1950,PA,A_PuertoRico_8_1934,1
482,1863,PA,A_PuertoRico_8_1934,1
319,1812,PA,A_PuertoRico_8_1934,1
166,2008,PA,A_PuertoRico_8_1934,1
407,1745,PA,A_PuertoRico_8_1934,1
496,1907,PA,A_PuertoRico_8_1934,1
495,2002,PA,A_PuertoRico_8_1934,1
268,1815,PA,A_PuertoRico_8_1934,1
307,2001,PA,A_PuertoRico_8_1934,1
490,1931,PA,A_PuertoRico_8_1934,1
431,1810,PA,A_PuertoRico_8_1934,1
225,1977,PA,A_PuertoRico_8_1934,1
498,1978,PA,A_PuertoRico_8_1934,1
286,1662,PA,A_PuertoRico_8_1934,1
442,1747,PA,A_PuertoRico_8_1934,1
168,1749,PA,A_PuertoRico_8_1934,1
292,1720,PA,A_PuertoRico_8_1934,1
448,1826,PA,A_PuertoRico_8_1934,1
275,1725,PA,A_PuertoRico_8_1934,1
542,1813,PA,A_PuertoRico_8_1934,1
212,1887,PA,A_PuertoRico_8_1934,1
508,1711,PA,A_PuertoRico_8_1934,1
285,1837,PA,A_PuertoRico_8_1934,1
169,1620,PA,A_PuertoRico_8_1934,1
304,1734,PA,A_PuertoRico_8_1934,1
377,1744,PA,A_PuertoRico_8_1934,1
222,1640,PA,A_PuertoRico_8_1934,1
476,2002,PA,A_PuertoRico_8_1934,1
265,1733,PA,A_PuertoRico_8_1934,1
353,1867,PA,A_PuertoRico_8_1934,1
339,1699,PA,A_PuertoRico_8_1934,1
263,1623,PA,A_PuertoRico_8_1934,1
403,1876,PA,A_PuertoRico_8_1934,1
342,1838,PA,A_PuertoRico_8_1934,1
534,1633,PA,A_PuertoRico_8_1934,1
194,1621,PA,A_PuertoRico_8_1934,1
466,1830,PA,A_PuertoRico_8_1934,1
165,2006,PA,A_PuertoRico_8_1934,1
504,1935,PA,A_PuertoRico_8_1934,1
533,2010,PA,A_PuertoRico_8_1934,1
206,1888,PA,A_PuertoRico_8_1934,1
166,1636,PA,A_PuertoRico_8_1934,1
226,1706,PA,A_PuertoRico_8_1934,1
245,1868,PA,A_PuertoRico_8_1934,1
272,1866,PA,A_PuertoRico_8_1934,1
559,1702,PA,A_PuertoRico_8_1934,1
491,1810,PA,A_PuertoRico_8_1934,1
161,1854,PA,A_PuertoRico_8_1934,1
428,1929,PA,A_PuertoRico_8_1934,1
449,1877,PA,A_PuertoRico_8_1934,1
163,1967,PA,A_PuertoRico_8_1934,1
159,1911,PA,A_PuertoRico_8_1934,1
538,1696,PA,A_PuertoRico_8_1934,1
505,1908,PA,A_PuertoRico_8_1934,1
450,1693,PA,A_PuertoRico_8_1934,1
466,1906,PA,A_PuertoRico_8_1934,1
461,1739,PA,A_PuertoRico_8_1934,1
348,1871,PA,A_PuertoRico_8_1934,1
554,1732,PA,A_PuertoRico_8_1934,1
484,1919,PA,A_PuertoRico_8_1934,1
314,1765,PA,A_PuertoRico_8_1934,1
291,1662,PA,A_PuertoRico_8_1934,1
503,1726,PA,A_PuertoRico_8_1934,1
548,1775,PA,A_PuertoRico_8_1934,1
403,2005,PA,A_PuertoRico_8_1934,1
221,1849,PA,A_PuertoRico_8_1934,1
394,1869,PA,A_PuertoRico_8_1934,1
523,1620,PA,A_PuertoRico_8_1934,1
305,1707,PA,A_PuertoRico_8_1934,1
318,1850,PA,A_PuertoRico_8_1934,1
399,2007,PA,A_PuertoRico_8_1934,1
291,1822,PA,A_PuertoRico_8_1934,1
334,1667,PA,A_PuertoRico_8_1934,1
445,1909,PA,A_PuertoRico_8_1934,1
464,1838,PA,A_PuertoRico_8_1934,1
300,1661,PA,A_PuertoRico_8_1934,1
435,1779,PA,A_PuertoRico_8_1934,1
305,1664,PA,A_PuertoRico_8_1934,1
446,2008,PA,A_PuertoRico_8_1934,1
297,1772,PA,A_PuertoRico_8_1934,1
308,1804,PA,A_PuertoRico_8_1934,1
209,1620,PA,A_PuertoRico_8_1934,1
557,1761,PA,A_PuertoRico_8_1934,1
390,1957,PA,A_PuertoRico_8_1934,1
412,1812,PA,A_PuertoRico_8_1934,1
334,1999,PA,A_PuertoRico_8_1934,1
348,1648,PA,A_PuertoRico_8_1934,1
321,1902,PA,A_PuertoRico_8_1934,1
268,1879,PA,A_PuertoRico_8_1934,1
549,1752,PA,A_PuertoRico_8_1934,1
333,1866,PA,A_PuertoRico_8_1934,1
218,1739,PA,A_PuertoRico_8_1934,1
465,1905,PA,A_PuertoRico_8_1934,1
547,1971,PA,A_PuertoRico_8_1934,1
189,2004,PA,A_PuertoRico_8_1934,1
367,1819,PA,A_PuertoRico_8_1934,1
298,1703,PA,A_PuertoRico_8_1934,1
272,1977,PA,A_PuertoRico_8_1934,1
399,1969,PA,A_PuertoRico_8_1934,1
289,1766,PA,A_PuertoRico_8_1934,1
205,2012,PA,A_PuertoRico_8_1934,1
455,1677,PA,A_PuertoRico_8_1934,1
210,1788,PA,A_PuertoRico_8_1934,1
387,1759,PA,A_PuertoRico_8_1934,1
450,1742,PA,A_PuertoRico_8_1934,1
534,1621,PA,A_PuertoRico_8_1934,1
508,1699,PA,A_PuertoRico_8_1934,1
264,1878,PA,A_PuertoRico_8_1934,1
377,1659,PA,A_PuertoRico_8_1934,1
236,1779,PA,A_PuertoRico_8_1934,1
273,1668,PA,A_PuertoRico_8_1934,1
163,1967,PA,A_PuertoRico_8_1934,1
401,1893,PA,A_PuertoRico_8_1934,1
190,1912,PA,A_PuertoRico_8_1934,1
243,1751,PA,A_PuertoRico_8_1934,1
429,1933,PA,A_PuertoRico_8_1934,1
542,1917,PA,A_PuertoRico_8_1934,1
258,1974,PA,A_PuertoRico_8_1934,1
172,1881,PA,A_PuertoRico_8_1934,1
440,1764,PA,A_PuertoRico_8_1934,1
251,1875,PA,A_PuertoRico_8_1934,1
437,1950,PA,A_PuertoRico_8_1934,1
287,2010,PA,A_PuertoRico_8_1934,1
533,1874,PA,A_PuertoRico_8_1934,1
323,1788,PA,A_PuertoRico_8_1934,1
426,1682,PA,A_PuertoRico_8_1934,1
348,1867,PA,A_PuertoRico_8_1934,1
530,1950,PA,A_PuertoRico_8_1934,1
318,1802,PA,A_PuertoRico_8_1934,1
329,1716,PA,A_PuertoRico_8_1934,1
404,1909,PA,A_PuertoRico_8_1934,1
295,1952,PA,A_PuertoRico_8_1934,1
346,1906,PA,A_PuertoRico_8_1934,1
456,1880,PA,A_PuertoRico_8_1934,1
553,1745,PA,A_PuertoRico_8_1934,1
172,1787,PA,A_PuertoRico_8_1934,1
286,2003,PA,A_PuertoRico_8_1934,1
178,1661,PA,A_PuertoRico_8_1934,1
302,1804,PA,A_PuertoRico_8_1934,1
276,1735,PA,A_PuertoRico_8_1934,1
171,1774,PA,A_PuertoRico_8_1934,1
360,1665,PA,A_PuertoRico_8_1934,1
213,2009,PA,A_PuertoRico_8_1934,1
171,2010,PA,A_PuertoRico_8_1934,1
471,1746,PA,A_PuertoRico_8_1934,1
425,1976,PA,A_PuertoRico_8_1934,1
330,1873,PA,A_PuertoRico_8_1934,1
524,1862,PA,A_PuertoRico_8_1934,1
394,1895,PA,A_PuertoRico_8_1934,1
474,1702,PA,A_PuertoRico_8_1934,1
465,1979,PA,A_PuertoRico_8_1934,1
322,1837,PA,A_PuertoRico_8_1934,1
442,1662,PA,A_PuertoRico_8_1934,1
440,1656,PA,A_PuertoRico_8_1934,1
397,1711,PA,A_PuertoRico_8_1934,1
461,2005,PA,A_PuertoRico_8_1934,1
424,1776,PA,A_PuertoRico_8_1934,1
169,1836,PA,A_PuertoRico_8_1934,1
319,1962,PA,A_PuertoRico_8_1934,1
521,1879,PA,A_PuertoRico_8_1934,1
288,1919,PA,A_PuertoRico_8_1934,1
325,1886,PA,A_PuertoRico_8_1934,1
322,1960,PA,A_PuertoRico_8_1934,1
522,1903,PA,A_PuertoRico_8_1934,1
500,1857,PA,A_PuertoRico_8_1934,1
527,1884,PA,A_PuertoRico_8_1934,1
542,1726,PA,A_PuertoRico_8_1934,1
524,1664,PA,A_PuertoRico_8_1934,1
549,1759,PA,A_PuertoRico_8_1934,1
491,1980,PA,A_PuertoRico_8_1934,1
335,1795,PA,A_PuertoRico_8_1934,1
462,1619,PA,A_PuertoRico_8_1934,1
237,1849,PA,A_PuertoRico_8_1934,1
300,1852,PA,A_PuertoRico_8_1934,1
415,1710,PA,A_PuertoRico_8_1934,1
451,2012,PA,A_PuertoRico_8_1934,1
368,1839,PA,A_PuertoRico_8_1934,1
456,1818,PA,A_PuertoRico_8_1934,1
252,1814,PA,A_PuertoRico_8_1934,1
254,1800,PA,A_PuertoRico_8_1934,1
272,1821,PA,A_PuertoRico_8_1934,1
308,1654,PA,A_PuertoRico_8_1934,1
391,1761,PA,A_PuertoRico_8_1934,1
382,1948,PA,A_PuertoRico_8_1934,1
527,1617,PA,A_PuertoRico_8_1934,1
359,1876,PA,A_PuertoRico_8_1934,1
338,1965,PA,A_PuertoRico_8_1934,1
159,1705,PA,A_PuertoRico_8_1934,1
377,1715,PA,A_PuertoRico_8_1934,1
295,1733,PA,A_PuertoRico_8_1934,1
483,1666,PA,A_PuertoRico_8_1934,1
214,1972,PA,A_PuertoRico_8_1934,1
318,1779,PA,A_PuertoRico_8_1934,1
307,1740,PA,A_PuertoRico_8_1934,1
414,1625,PA,A_PuertoRico_8_1934,1
382,1928,PA,A_PuertoRico_8_1934,1
302,1938,PA,A_PuertoRico_8_1934,1
192,1695,PA,A_PuertoRico_8_1934,1
366,1822,PA,A_PuertoRico_8_1934,1
412,1962,PA,A_PuertoRico_8_1934,1
258,1854,PA,A_PuertoRico_8_1934,1
282,1722,PA,A_PuertoRico_8_1934,1
356,2003,PA,A_PuertoRico_8_1934,1
347,1904,PA,A_PuertoRico_8_1934,1
410,1716,PA,A_PuertoRico_8_1934,1
464,1770,PA,A_PuertoRico_8_1934,1
304,1769,PA,A_PuertoRico_8_1934,1
315,1762,PA,A_PuertoRico_8_1934,1
356,1804,PA,A_PuertoRico_8_1934,1
414,1794,PA,A_PuertoRico_8_1934,1
338,1869,PA,A_PuertoRico_8_1934,1
331,1788,PA,A_PuertoRico_8_1934,1
403,1661,PA,A_PuertoRico_8_1934,1
288,1676,PA,A_PuertoRico_8_1934,1
402,1883,PA,A_PuertoRico_8_1934,1
304,1967,PA,A_PuertoRico_8_1934,1
270,1940,PA,A_PuertoRico_8_1934,1
552,1857,PA,A_PuertoRico_8_1934,1
339,1801,PA,A_PuertoRico_8_1934,1
367,1811,PA,A_PuertoRico_8_1934,1
212,1825,PA,A_PuertoRico_8_1934,1
297,1823,PA,A_PuertoRico_8_1934,1
445,1748,PA,A_PuertoRico_8_1934,1
322,1821,PA,A_PuertoRico_8_1934,1
502,1930,PA,A_PuertoRico_8_1934,1
317,1825,PA,A_PuertoRico_8_1934,1
193,1773,PA,A_PuertoRico_8_1934,1
542,1746,PA,A_PuertoRico_8_1934,1
197,1911,PA,A_PuertoRico_8_1934,1
267,1714,PA,A_PuertoRico_8_1934,1
543,1654,PA,A_PuertoRico_8_1934,1
167,1794,PA,A_PuertoRico_8_1934,1
398,1855,PA,A_PuertoRico_8_1934,1
339,1630,PA,A_PuertoRico_8_1934,1
502,1926,PA,A_PuertoRico_8_1934,1
549,1664,PA,A_PuertoRico_8_1934,1
348,1674,PA,A_PuertoRico_8_1934,1
427,1894,PA,A_PuertoRico_8_1934,1
558,1994,PA,A_PuertoRico_8_1934,1
376,1901,PA,A_PuertoRico_8_1934,1
478,1839,PA,A_PuertoRico_8_1934,1
459,1809,PA,A_PuertoRico_8_1934,1
175,1792,PA,A_PuertoRico_8_1934,1
431,1982,PA,A_PuertoRico_8_1934,1
515,1815,PA,A_PuertoRico_8_1934,1
520,1968,PA,A_PuertoRico_8_1934,1
483,1869,PA,A_PuertoRico_8_1934,1
424,1624,PA,A_PuertoRico_8_1934,1
409,1699,PA,A_PuertoRico_8_1934,1
222,1617,PA,A_PuertoRico_8_1934,1
228,1724,PA,A_PuertoRico_8_1934,1
259,1726,PA,A_PuertoRico_8_1934,1
321,1968,PA,A_PuertoRico_8_1934,1
206,1660,PA,A_PuertoRico_8_1934,1
451,1699,PA,A_PuertoRico_8_1934,1
389,1895,PA,A_PuertoRico_8_1934,1
245,1676,PA,A_PuertoRico_8_1934,1
215,1728,PA,A_PuertoRico_8_1934,1
435,1877,PA,A_PuertoRico_8_1934,1
294,1765,PA,A_PuertoRico_8_1934,1
536,1831,PA,A_PuertoRico_8_1934,1
414,1951,PA,A_PuertoRico_8_1934,1
471,1779,PA,A_PuertoRico_8_1934,1
402,1739,PA,A_PuertoRico_8_1934,1
218,1824,PA,A_PuertoRico_8_1934,1
181,1924,PA,A_PuertoRico_8_1934,1
258,1903,PA,A_PuertoRico_8_1934,1
211,1636,PA,A_PuertoRico_8_1934,1
250,1657,PA,A_PuertoRico_8_1934,1
536,1668,PA,A_PuertoRico_8_1934,1
354,1623,PA,A_PuertoRico_8_1934,1
282,1838,PA,A_PuertoRico_8_1934,1
280,1677,PA,A_PuertoRico_8_1934,1
509,1664,PA,A_PuertoRico_8_1934,1
390,1962,PA,A_PuertoRico_8_1934,1
407,1759,PA,A_PuertoRico_8_1934,1
490,1766,PA,A_PuertoRico_8_1934,1
556,1904,PA,A_PuertoRico_8_1934,1
214,1969,PA,A_PuertoRico_8_1934,1
280,1769,PA,A_PuertoRico_8_1934,1
430,1667,PA,A_PuertoRico_8_1934,1
373,1965,PA,A_PuertoRico_8_1934,1
533,1931,PA,A_PuertoRico_8_1934,1
208,1771,PA,A_PuertoRico_8_1934,1
194,1891,PA,A_PuertoRico_8_1934,1
516,1765,PA,A_PuertoRico_8_1934,1
468,1737,PA,A_PuertoRico_8_1934,1
553,1648,PA,A_PuertoRico_8_1934,1
165,1874,PA,A_PuertoRico_8_1934,1
213,1928,PA,A_PuertoRico_8_1934,1
204,1777,PA,A_PuertoRico_8_1934,1
261,1961,PA,A_PuertoRico_8_1934,1
402,1628,PA,A_PuertoRico_8_1934,1
559,1955,PA,A_PuertoRico_8_1934,1
398,1755,PA,A_PuertoRico_8_1934,1
449,1641,PA,A_PuertoRico_8_1934,1
413,1767,PA,A_PuertoRico_8_1934,1
555,1627,PA,A_PuertoRico_8_1934,1
332,1825,PA,A_PuertoRico_8_1934,1
254,1704,PA,A_PuertoRico_8_1934,1
227,1811,PA,A_PuertoRico_8_1934,1
336,1846,PA,A_PuertoRico_8_1934,1
289,1649,PA,A_PuertoRico_8_1934,1
447,1743,PA,A_PuertoRico_8_1934,1
511,2006,PA,A_PuertoRico_8_1934,1
226,1748,PA,A_PuertoRico_8_1934,1
233,1812,PA,A_PuertoRico_8_1934,1
541,2015,PA,A_PuertoRico_8_1934,1
467,1806,PA,A_PuertoRico_8_1934,1
340,1949,PA,A_PuertoRico_8_1934,1
357,2006,PA,A_PuertoRico_8_1934,1
220,1777,PA,A_PuertoRico_8_1934,1
268,1817,PA,A_PuertoRico_8_1934,1
408,1778,PA,A_PuertoRico_8_1934,1
166,1975,PA,A_PuertoRico_8_1934,1
542,2001,PA,A_PuertoRico_8_1934,1
292,2013,PA,A_PuertoRico_8_1934,1
285,1794,PA,A_PuertoRico_8_1934,1
445,1908,PA,A_PuertoRico_8_1934,1
514,1708,PA,A_PuertoRico_8_1934,1
528,1620,PA,A_PuertoRico_8_1934,1
532,1954,PA,A_PuertoRico_8_1934,1
324,1979,PA,A_PuertoRico_8_1934,1
466,1895,PA,A_PuertoRico_8_1934,1
212,1861,PA,A_PuertoRico_8_1934,1
498,1778,PA,A_PuertoRico_8_1934,1
331,1654,PA,A_PuertoRico_8_1934,1
332,1680,PA,A_PuertoRico_8_1934,1
414,1878,PA,A_PuertoRico_8_1934,1
365,1844,PA,A_PuertoRico_8_1934,1
471,1948,PA,A_PuertoRico_8_1934,1
453,1997,PA,A_PuertoRico_8_1934,1
250,2009,PA,A_PuertoRico_8_1934,1
363,1680,PA,A_PuertoRico_8_1934,1
333,1888,PA,A_PuertoRico_8_1934,1
446,1825,PA,A_PuertoRico_8_1934,1
317,1882,PA,A_PuertoRico_8_1934,1
465,1920,PA,A_PuertoRico_8_1934,1
282,1768,PA,A_PuertoRico_8_1934,1
381,1689,PA,A_PuertoRico_8_1934,1
402,1847,PA,A_PuertoRico_8_1934,1
190,1930,PA,A_PuertoRico_8_1934,1
298,1728,PA,A_PuertoRico_8_1934,1
414,1981,PA,A_PuertoRico_8_1934,1
190,1932,PA,A_PuertoRico_8_1934,1
163,1734,PA,A_PuertoRico_8_1934,1
394,1766,PA,A_PuertoRico_8_1934,1
501,1737,PA,A_PuertoRico_8_1934,1
552,1897,PA,A_PuertoRico_8_1934,1
447,1766,PA,A_PuertoRico_8_1934,1
403,1795,PA,A_PuertoRico_8_1934,1
260,1917,PA,A_PuertoRico_8_1934,1
307,1902,PA,A_PuertoRico_8_1934,1
213,1702,PA,A_PuertoRico_8_1934,1
455,1645,PA,A_PuertoRico_8_1934,1
453,1846,PA,A_PuertoRico_8_1934,1
326,1895,PA,A_PuertoRico_8_1934,1
426,1890,PA,A_PuertoRico_8_1934,1
352,1895,PA,A_PuertoRico_8_1934,1
554,1788,PA,A_PuertoRico_8_1934,1
225,1812,PA,A_PuertoRico_8_1934,1
391,1811,PA,A_PuertoRico_8_1934,1
413,1809,PA,A_PuertoRico_8_1934,1
552,1975,PA,A_PuertoRico_8_1934,1
504,1813,PA,A_PuertoRico_8_1934,1
427,1626,PA,A_PuertoRico_8_1934,1
356,1624,PA,A_PuertoRico_8_1934,1
473,1997,PA,A_PuertoRico_8_1934,1
484,1891,PA,A_PuertoRico_8_1934,1
371,1916,PA,A_PuertoRico_8_1934,1
215,1777,PA,A_PuertoRico_8_1934,1
396,1855,PA,A_PuertoRico_8_1934,1
411,1833,PA,A_PuertoRico_8_1934,1
529,1701,PA,A_PuertoRico_8_1934,1
394,1851,PA,A_PuertoRico_8_1934,1
555,2000,PA,A_PuertoRico_8_1934,1
183,1912,PA,A_PuertoRico_8_1934,1
187,1856,PA,A_PuertoRico_8_1934,1
280,1740,PA,A_PuertoRico_8_1934,1
426,1777,PA,A_PuertoRico_8_1934,1
536,1715,PA,A_PuertoRico_8_1934,1
284,2004,PA,A_PuertoRico_8_1934,1
218,1700,PA,A_PuertoRico_8_1934,1
409,1798,PA,A_PuertoRico_8_1934,1
478,1644,PA,A_PuertoRico_8_1934,1
182,1691,PA,A_PuertoRico_8_1934,1
394,1826,PA,A_PuertoRico_8_1934,1
165,1625,PA,A_PuertoRico_8_1934,1
445,1830,PA,A_PuertoRico_8_1934,1
364,1877,PA,A_PuertoRico_8_1934,1
468,1836,PA,A_PuertoRico_8_1934,1
554,1718,PA,A_PuertoRico_8_1934,1
298,1860,PA,A_PuertoRico_8_1934,1
423,1656,PA,A_PuertoRico_8_1934,1
191,1831,PA,A_PuertoRico_8_1934,1
177,1942,PA,A_PuertoRico_8_1934,1
317,1616,PA,A_PuertoRico_8_1934,1
503,2014,PA,A_PuertoRico_8_1934,1
215,1766,PA,A_PuertoRico_8_1934,1
544,1980,PA,A_PuertoRico_8_1934,1
321,1995,PA,A_PuertoRico_8_1934,1
329,1903,PA,A_PuertoRico_8_1934,1
348,1832,PA,A_PuertoRico_8_1934,1
541,1656,PA,A_PuertoRico_8_1934,1
413,1638,PA,A_PuertoRico_8_1934,1
458,1887,PA,A_PuertoRico_8_1934,1
285,1623,PA,A_PuertoRico_8_1934,1
476,1663,PA,A_PuertoRico_8_1934,1
273,1653,PA,A_PuertoRico_8_1934,1
368,1733,PA,A_PuertoRico_8_1934,1
535,1724,PA,A_PuertoRico_8_1934,1
438,1716,PA,A_PuertoRico_8_1934,1
236,1792,PA,A_PuertoRico_8_1934,1
439,1945,PA,A_PuertoRico_8_1934,1
426,1674,PA,A_PuertoRico_8_1934,1
260,1784,PA,A_PuertoRico_8_1934,1
180,1854,PA,A_PuertoRico_8_1934,1
515,1747,PA,A_PuertoRico_8_1934,1
159,1775,PA,A_PuertoRico_8_1934,1
509,1890,PA,A_PuertoRico_8_1934,1
282,1877,PA,A_PuertoRico_8_1934,1
333,1627,PA,A_PuertoRico_8_1934,1
168,1668,PA,A_PuertoRico_8_1934,1
510,1672,PA,A_PuertoRico_8_1934,1
351,1992,PA,A_PuertoRico_8_1934,1
406,1645,PA,A_PuertoRico_8_1934,1
338,1666,PA,A_PuertoRico_8_1934,1
390,1920,PA,A_PuertoRico_8_1934,1
198,1977,PA,A_PuertoRico_8_1934,1
503,1865,PA,A_PuertoRico_8_1934,1
275,1862,PA,A_PuertoRico_8_1934,1
399,1779,PA,A_PuertoRico_8_1934,1
222,1918,PA,A_PuertoRico_8_1934,1
552,1789,PA,A_PuertoRico_8_1934,1
539,1766,PA,A_PuertoRico_8_1934,1
206,1696,PA,A_PuertoRico_8_1934,1
407,1994,PA,A_PuertoRico_8_1934,1
177,1661,PA,A_PuertoRico_8_1934,1
556,2006,PA,A_PuertoRico_8_1934,1
553,1851,PA,A_PuertoRico_8_1934,1
444,1766,PA,A_PuertoRico_8_1934,1
381,1897,PA,A_PuertoRico_8_1934,1
217,1904,PA,A_PuertoRico_8_1934,1
170,1896,PA,A_PuertoRico_8_1934,1
220,1697,PA,A_PuertoRico_8_1934,1
508,1672,PA,A_PuertoRico_8_1934,1
347,1851,PA,A_PuertoRico_8_1934,1
532,1728,PA,A_PuertoRico_8_1934,1
478,1627,PA,A_PuertoRico_8_1934,1
211,1631,PA,A_PuertoRico_8_1934,1
210,1884,PA,A_PuertoRico_8_1934,1
339,1746,PA,A_PuertoRico_8_1934,1
438,1953,PA,A_PuertoRico_8_1934,1
205,1636,PA,A_PuertoRico_8_1934,1
342,1844,PA,A_PuertoRico_8_1934,1
258,1834,PA,A_PuertoRico_8_1934,1
187,1692,PA,A_PuertoRico_8_1934,1
431,1962,PA,A_PuertoRico_8_1934,1
417,1761,PA,A_PuertoRico_8_1934,1
364,2008,PA,A_PuertoRico_8_1934,1
394,1972,PA,A_PuertoRico_8_1934,1
517,1669,PA,A_PuertoRico_8_1934,1
360,2002,PA,A_PuertoRico_8_1934,1
377,1808,PA,A_PuertoRico_8_1934,1
542,1892,PA,A_PuertoRico_8_1934,1
370,1842,PA,A_PuertoRico_8_1934,1
204,1922,PA,A_PuertoRico_8_1934,1
