Start,End,Segment,Strain,NGS_read_count
348,1051,PA,A_PuertoRico_8_1934,1
332,1197,PA,A_PuertoRico_8_1934,1
202,1252,PA,A_PuertoRico_8_1934,1
218,1034,PA,A_PuertoRico_8_1934,1
300,987,PA,A_PuertoRico_8_1934,1
392,931,PA,A_PuertoRico_8_1934,1
91,970,PA,A_PuertoRico_8_1934,1
221,926,PA,A_PuertoRico_8_1934,1
462,1224,PA,A_PuertoRico_8_1934,1
323,1094,PA,A_PuertoRico_8_1934,1
296,1153,PA,A_PuertoRico_8_1934,1
227,956,PA,A_PuertoRico_8_1934,1
435,896,PA,A_PuertoRico_8_1934,1
125,1223,PA,A_PuertoRico_8_1934,1
392,924,PA,A_PuertoRico_8_1934,1
157,1148,PA,A_PuertoRico_8_1934,1
249,925,PA,A_PuertoRico_8_1934,1
92,1012,PA,A_PuertoRico_8_1934,1
129,963,PA,A_PuertoRico_8_1934,1
304,1253,PA,A_PuertoRico_8_1934,1
162,1230,PA,A_PuertoRico_8_1934,1
335,1229,PA,A_PuertoRico_8_1934,1
222,1016,PA,A_PuertoRico_8_1934,1
293,1235,PA,A_PuertoRico_8_1934,1
339,1224,PA,A_PuertoRico_8_1934,1
90,1084,PA,A_PuertoRico_8_1934,1
116,1191,PA,A_PuertoRico_8_1934,1
375,1174,PA,A_PuertoRico_8_1934,1
234,1106,PA,A_PuertoRico_8_1934,1
445,1184,PA,A_PuertoRico_8_1934,1
439,1182,PA,A_PuertoRico_8_1934,1
285,1113,PA,A_PuertoRico_8_1934,1
231,1185,PA,A_PuertoRico_8_1934,1
336,1002,PA,A_PuertoRico_8_1934,1
135,1132,PA,A_PuertoRico_8_1934,1
290,933,PA,A_PuertoRico_8_1934,1
174,1032,PA,A_PuertoRico_8_1934,1
360,929,PA,A_PuertoRico_8_1934,1
310,1062,PA,A_PuertoRico_8_1934,1
430,1049,PA,A_PuertoRico_8_1934,1
252,1088,PA,A_PuertoRico_8_1934,1
419,1121,PA,A_PuertoRico_8_1934,1
389,1027,PA,A_PuertoRico_8_1934,1
236,938,PA,A_PuertoRico_8_1934,1
304,1073,PA,A_PuertoRico_8_1934,1
409,1231,PA,A_PuertoRico_8_1934,1
153,1048,PA,A_PuertoRico_8_1934,1
215,1026,PA,A_PuertoRico_8_1934,1
293,1168,PA,A_PuertoRico_8_1934,1
327,1046,PA,A_PuertoRico_8_1934,1
339,1106,PA,A_PuertoRico_8_1934,1
150,1151,PA,A_PuertoRico_8_1934,1
268,1039,PA,A_PuertoRico_8_1934,1
225,1167,PA,A_PuertoRico_8_1934,1
195,986,PA,A_PuertoRico_8_1934,1
330,927,PA,A_PuertoRico_8_1934,1
213,1139,PA,A_PuertoRico_8_1934,1
245,1244,PA,A_PuertoRico_8_1934,1
252,918,PA,A_PuertoRico_8_1934,1
182,1162,PA,A_PuertoRico_8_1934,1
276,1188,PA,A_PuertoRico_8_1934,1
377,1220,PA,A_PuertoRico_8_1934,1
208,910,PA,A_PuertoRico_8_1934,1
217,1169,PA,A_PuertoRico_8_1934,1
133,1190,PA,A_PuertoRico_8_1934,1
129,1193,PA,A_PuertoRico_8_1934,1
440,878,PA,A_PuertoRico_8_1934,1
431,996,PA,A_PuertoRico_8_1934,1
194,982,PA,A_PuertoRico_8_1934,1
372,1146,PA,A_PuertoRico_8_1934,1
112,950,PA,A_PuertoRico_8_1934,1
153,1133,PA,A_PuertoRico_8_1934,1
85,1007,PA,A_PuertoRico_8_1934,1
86,893,PA,A_PuertoRico_8_1934,1
334,1260,PA,A_PuertoRico_8_1934,1
472,948,PA,A_PuertoRico_8_1934,1
461,1238,PA,A_PuertoRico_8_1934,1
347,910,PA,A_PuertoRico_8_1934,1
246,935,PA,A_PuertoRico_8_1934,1
414,1069,PA,A_PuertoRico_8_1934,1
163,1230,PA,A_PuertoRico_8_1934,1
157,1072,PA,A_PuertoRico_8_1934,1
422,965,PA,A_PuertoRico_8_1934,1
427,1079,PA,A_PuertoRico_8_1934,1
355,964,PA,A_PuertoRico_8_1934,1
390,1095,PA,A_PuertoRico_8_1934,1
431,959,PA,A_PuertoRico_8_1934,1
370,1082,PA,A_PuertoRico_8_1934,1
294,1084,PA,A_PuertoRico_8_1934,1
474,908,PA,A_PuertoRico_8_1934,1
462,929,PA,A_PuertoRico_8_1934,1
139,1105,PA,A_PuertoRico_8_1934,1
79,1048,PA,A_PuertoRico_8_1934,1
449,929,PA,A_PuertoRico_8_1934,1
258,886,PA,A_PuertoRico_8_1934,1
179,1155,PA,A_PuertoRico_8_1934,1
100,979,PA,A_PuertoRico_8_1934,1
447,962,PA,A_PuertoRico_8_1934,1
103,1023,PA,A_PuertoRico_8_1934,1
183,1069,PA,A_PuertoRico_8_1934,1
386,1129,PA,A_PuertoRico_8_1934,1
472,984,PA,A_PuertoRico_8_1934,1
241,1071,PA,A_PuertoRico_8_1934,1
181,873,PA,A_PuertoRico_8_1934,1
92,1035,PA,A_PuertoRico_8_1934,1
330,892,PA,A_PuertoRico_8_1934,1
149,1240,PA,A_PuertoRico_8_1934,1
463,913,PA,A_PuertoRico_8_1934,1
274,1247,PA,A_PuertoRico_8_1934,1
461,967,PA,A_PuertoRico_8_1934,1
106,1011,PA,A_PuertoRico_8_1934,1
130,926,PA,A_PuertoRico_8_1934,1
249,918,PA,A_PuertoRico_8_1934,1
439,967,PA,A_PuertoRico_8_1934,1
329,1063,PA,A_PuertoRico_8_1934,1
90,1040,PA,A_PuertoRico_8_1934,1
180,1001,PA,A_PuertoRico_8_1934,1
243,1186,PA,A_PuertoRico_8_1934,1
147,949,PA,A_PuertoRico_8_1934,1
238,1224,PA,A_PuertoRico_8_1934,1
194,1162,PA,A_PuertoRico_8_1934,1
288,1184,PA,A_PuertoRico_8_1934,1
258,1132,PA,A_PuertoRico_8_1934,1
425,998,PA,A_PuertoRico_8_1934,1
90,1161,PA,A_PuertoRico_8_1934,1
234,918,PA,A_PuertoRico_8_1934,1
223,970,PA,A_PuertoRico_8_1934,1
174,957,PA,A_PuertoRico_8_1934,1
274,1076,PA,A_PuertoRico_8_1934,1
150,1188,PA,A_PuertoRico_8_1934,1
153,1013,PA,A_PuertoRico_8_1934,1
423,962,PA,A_PuertoRico_8_1934,1
393,1260,PA,A_PuertoRico_8_1934,1
326,972,PA,A_PuertoRico_8_1934,1
279,1187,PA,A_PuertoRico_8_1934,1
293,1204,PA,A_PuertoRico_8_1934,1
330,1215,PA,A_PuertoRico_8_1934,1
436,1054,PA,A_PuertoRico_8_1934,1
236,895,PA,A_PuertoRico_8_1934,1
473,1064,PA,A_PuertoRico_8_1934,1
164,1067,PA,A_PuertoRico_8_1934,1
239,1233,PA,A_PuertoRico_8_1934,1
474,917,PA,A_PuertoRico_8_1934,1
95,1197,PA,A_PuertoRico_8_1934,1
165,1243,PA,A_PuertoRico_8_1934,1
467,1154,PA,A_PuertoRico_8_1934,1
207,1173,PA,A_PuertoRico_8_1934,1
366,897,PA,A_PuertoRico_8_1934,1
95,1016,PA,A_PuertoRico_8_1934,1
367,1150,PA,A_PuertoRico_8_1934,1
285,995,PA,A_PuertoRico_8_1934,1
387,1139,PA,A_PuertoRico_8_1934,1
203,1226,PA,A_PuertoRico_8_1934,1
141,875,PA,A_PuertoRico_8_1934,1
138,1027,PA,A_PuertoRico_8_1934,1
183,965,PA,A_PuertoRico_8_1934,1
132,1173,PA,A_PuertoRico_8_1934,1
374,1044,PA,A_PuertoRico_8_1934,1
352,1210,PA,A_PuertoRico_8_1934,1
136,1144,PA,A_PuertoRico_8_1934,1
462,899,PA,A_PuertoRico_8_1934,1
358,1103,PA,A_PuertoRico_8_1934,1
91,1197,PA,A_PuertoRico_8_1934,1
202,953,PA,A_PuertoRico_8_1934,1
365,881,PA,A_PuertoRico_8_1934,1
143,981,PA,A_PuertoRico_8_1934,1
326,1056,PA,A_PuertoRico_8_1934,1
405,1174,PA,A_PuertoRico_8_1934,1
147,1151,PA,A_PuertoRico_8_1934,1
348,938,PA,A_PuertoRico_8_1934,1
97,877,PA,A_PuertoRico_8_1934,1
94,1115,PA,A_PuertoRico_8_1934,1
255,1034,PA,A_PuertoRico_8_1934,1
180,963,PA,A_PuertoRico_8_1934,1
254,878,PA,A_PuertoRico_8_1934,1
198,1100,PA,A_PuertoRico_8_1934,1
392,1125,PA,A_PuertoRico_8_1934,1
400,1128,PA,A_PuertoRico_8_1934,1
380,1117,PA,A_PuertoRico_8_1934,1
157,864,PA,A_PuertoRico_8_1934,1
435,1171,PA,A_PuertoRico_8_1934,1
167,1125,PA,A_PuertoRico_8_1934,1
369,1183,PA,A_PuertoRico_8_1934,1
347,1129,PA,A_PuertoRico_8_1934,1
226,971,PA,A_PuertoRico_8_1934,1
405,969,PA,A_PuertoRico_8_1934,1
270,945,PA,A_PuertoRico_8_1934,1
471,879,PA,A_PuertoRico_8_1934,1
94,974,PA,A_PuertoRico_8_1934,1
236,877,PA,A_PuertoRico_8_1934,1
279,1140,PA,A_PuertoRico_8_1934,1
313,1145,PA,A_PuertoRico_8_1934,1
224,1002,PA,A_PuertoRico_8_1934,1
92,997,PA,A_PuertoRico_8_1934,1
250,1214,PA,A_PuertoRico_8_1934,1
79,1078,PA,A_PuertoRico_8_1934,1
419,1029,PA,A_PuertoRico_8_1934,1
367,931,PA,A_PuertoRico_8_1934,1
425,912,PA,A_PuertoRico_8_1934,1
424,948,PA,A_PuertoRico_8_1934,1
206,1198,PA,A_PuertoRico_8_1934,1
371,1140,PA,A_PuertoRico_8_1934,1
202,898,PA,A_PuertoRico_8_1934,1
144,950,PA,A_PuertoRico_8_1934,1
442,987,PA,A_PuertoRico_8_1934,1
379,1010,PA,A_PuertoRico_8_1934,1
87,1051,PA,A_PuertoRico_8_1934,1
465,1047,PA,A_PuertoRico_8_1934,1
319,1174,PA,A_PuertoRico_8_1934,1
462,1033,PA,A_PuertoRico_8_1934,1
433,952,PA,A_PuertoRico_8_1934,1
424,904,PA,A_PuertoRico_8_1934,1
343,1090,PA,A_PuertoRico_8_1934,1
449,978,PA,A_PuertoRico_8_1934,1
347,1186,PA,A_PuertoRico_8_1934,1
354,969,PA,A_PuertoRico_8_1934,1
357,996,PA,A_PuertoRico_8_1934,1
278,1133,PA,A_PuertoRico_8_1934,1
272,1040,PA,A_PuertoRico_8_1934,1
176,1079,PA,A_PuertoRico_8_1934,1
153,997,PA,A_PuertoRico_8_1934,1
105,1129,PA,A_PuertoRico_8_1934,1
154,880,PA,A_PuertoRico_8_1934,1
183,1203,PA,A_PuertoRico_8_1934,1
277,866,PA,A_PuertoRico_8_1934,1
184,1200,PA,A_PuertoRico_8_1934,1
111,1248,PA,A_PuertoRico_8_1934,1
461,1085,PA,A_PuertoRico_8_1934,1
342,1178,PA,A_PuertoRico_8_1934,1
313,1074,PA,A_PuertoRico_8_1934,1
188,948,PA,A_PuertoRico_8_1934,1
247,1114,PA,A_PuertoRico_8_1934,1
82,1249,PA,A_PuertoRico_8_1934,1
81,954,PA,A_PuertoRico_8_1934,1
249,1155,PA,A_PuertoRico_8_1934,1
248,1052,PA,A_PuertoRico_8_1934,1
161,1201,PA,A_PuertoRico_8_1934,1
272,1250,PA,A_PuertoRico_8_1934,1
432,1158,PA,A_PuertoRico_8_1934,1
271,1167,PA,A_PuertoRico_8_1934,1
398,932,PA,A_PuertoRico_8_1934,1
324,1027,PA,A_PuertoRico_8_1934,1
172,1074,PA,A_PuertoRico_8_1934,1
461,873,PA,A_PuertoRico_8_1934,1
335,1068,PA,A_PuertoRico_8_1934,1
214,916,PA,A_PuertoRico_8_1934,1
292,1111,PA,A_PuertoRico_8_1934,1
237,1089,PA,A_PuertoRico_8_1934,1
407,1050,PA,A_PuertoRico_8_1934,1
139,990,PA,A_PuertoRico_8_1934,1
129,870,PA,A_PuertoRico_8_1934,1
437,1087,PA,A_PuertoRico_8_1934,1
418,1022,PA,A_PuertoRico_8_1934,1
98,1211,PA,A_PuertoRico_8_1934,1
358,989,PA,A_PuertoRico_8_1934,1
405,950,PA,A_PuertoRico_8_1934,1
333,1257,PA,A_PuertoRico_8_1934,1
124,1184,PA,A_PuertoRico_8_1934,1
173,940,PA,A_PuertoRico_8_1934,1
442,1197,PA,A_PuertoRico_8_1934,1
237,876,PA,A_PuertoRico_8_1934,1
140,1108,PA,A_PuertoRico_8_1934,1
205,1260,PA,A_PuertoRico_8_1934,1
86,942,PA,A_PuertoRico_8_1934,1
177,1226,PA,A_PuertoRico_8_1934,1
334,1150,PA,A_PuertoRico_8_1934,1
252,906,PA,A_PuertoRico_8_1934,1
193,1000,PA,A_PuertoRico_8_1934,1
185,1050,PA,A_PuertoRico_8_1934,1
195,1098,PA,A_PuertoRico_8_1934,1
253,1065,PA,A_PuertoRico_8_1934,1
426,877,PA,A_PuertoRico_8_1934,1
291,952,PA,A_PuertoRico_8_1934,1
82,1158,PA,A_PuertoRico_8_1934,1
377,971,PA,A_PuertoRico_8_1934,1
469,901,PA,A_PuertoRico_8_1934,1
315,1260,PA,A_PuertoRico_8_1934,1
316,1045,PA,A_PuertoRico_8_1934,1
310,973,PA,A_PuertoRico_8_1934,1
231,1087,PA,A_PuertoRico_8_1934,1
237,901,PA,A_PuertoRico_8_1934,1
355,1041,PA,A_PuertoRico_8_1934,1
227,998,PA,A_PuertoRico_8_1934,1
244,1232,PA,A_PuertoRico_8_1934,1
400,1186,PA,A_PuertoRico_8_1934,1
185,869,PA,A_PuertoRico_8_1934,1
244,971,PA,A_PuertoRico_8_1934,1
387,1164,PA,A_PuertoRico_8_1934,1
394,1237,PA,A_PuertoRico_8_1934,1
391,1070,PA,A_PuertoRico_8_1934,1
437,1061,PA,A_PuertoRico_8_1934,1
435,885,PA,A_PuertoRico_8_1934,1
267,1050,PA,A_PuertoRico_8_1934,1
402,1253,PA,A_PuertoRico_8_1934,1
150,908,PA,A_PuertoRico_8_1934,1
467,1184,PA,A_PuertoRico_8_1934,1
367,1048,PA,A_PuertoRico_8_1934,1
456,1136,PA,A_PuertoRico_8_1934,1
170,1127,PA,A_PuertoRico_8_1934,1
393,1133,PA,A_PuertoRico_8_1934,1
78,1112,PA,A_PuertoRico_8_1934,1
112,881,PA,A_PuertoRico_8_1934,1
308,1129,PA,A_PuertoRico_8_1934,1
452,1120,PA,A_PuertoRico_8_1934,1
291,1211,PA,A_PuertoRico_8_1934,1
320,1070,PA,A_PuertoRico_8_1934,1
311,1155,PA,A_PuertoRico_8_1934,1
161,1155,PA,A_PuertoRico_8_1934,1
185,883,PA,A_PuertoRico_8_1934,1
131,998,PA,A_PuertoRico_8_1934,1
158,1137,PA,A_PuertoRico_8_1934,1
275,1232,PA,A_PuertoRico_8_1934,1
359,1163,PA,A_PuertoRico_8_1934,1
106,1246,PA,A_PuertoRico_8_1934,1
407,978,PA,A_PuertoRico_8_1934,1
377,1171,PA,A_PuertoRico_8_1934,1
291,944,PA,A_PuertoRico_8_1934,1
463,1002,PA,A_PuertoRico_8_1934,1
293,957,PA,A_PuertoRico_8_1934,1
183,871,PA,A_PuertoRico_8_1934,1
238,955,PA,A_PuertoRico_8_1934,1
182,1054,PA,A_PuertoRico_8_1934,1
428,1084,PA,A_PuertoRico_8_1934,1
467,904,PA,A_PuertoRico_8_1934,1
245,1254,PA,A_PuertoRico_8_1934,1
465,1090,PA,A_PuertoRico_8_1934,1
229,925,PA,A_PuertoRico_8_1934,1
112,1124,PA,A_PuertoRico_8_1934,1
96,1178,PA,A_PuertoRico_8_1934,1
166,1104,PA,A_PuertoRico_8_1934,1
345,1231,PA,A_PuertoRico_8_1934,1
349,1131,PA,A_PuertoRico_8_1934,1
458,1091,PA,A_PuertoRico_8_1934,1
352,1058,PA,A_PuertoRico_8_1934,1
359,1181,PA,A_PuertoRico_8_1934,1
440,879,PA,A_PuertoRico_8_1934,1
453,1015,PA,A_PuertoRico_8_1934,1
241,899,PA,A_PuertoRico_8_1934,1
311,924,PA,A_PuertoRico_8_1934,1
142,946,PA,A_PuertoRico_8_1934,1
109,876,PA,A_PuertoRico_8_1934,1
363,902,PA,A_PuertoRico_8_1934,1
378,1035,PA,A_PuertoRico_8_1934,1
352,1034,PA,A_PuertoRico_8_1934,1
146,1182,PA,A_PuertoRico_8_1934,1
159,1009,PA,A_PuertoRico_8_1934,1
215,992,PA,A_PuertoRico_8_1934,1
417,1073,PA,A_PuertoRico_8_1934,1
101,868,PA,A_PuertoRico_8_1934,1
266,1206,PA,A_PuertoRico_8_1934,1
457,897,PA,A_PuertoRico_8_1934,1
202,1179,PA,A_PuertoRico_8_1934,1
370,1156,PA,A_PuertoRico_8_1934,1
83,1192,PA,A_PuertoRico_8_1934,1
321,1013,PA,A_PuertoRico_8_1934,1
189,964,PA,A_PuertoRico_8_1934,1
161,990,PA,A_PuertoRico_8_1934,1
227,1051,PA,A_PuertoRico_8_1934,1
253,1160,PA,A_PuertoRico_8_1934,1
167,1226,PA,A_PuertoRico_8_1934,1
262,1042,PA,A_PuertoRico_8_1934,1
452,1189,PA,A_PuertoRico_8_1934,1
202,968,PA,A_PuertoRico_8_1934,1
441,1248,PA,A_PuertoRico_8_1934,1
84,1150,PA,A_PuertoRico_8_1934,1
369,1075,PA,A_PuertoRico_8_1934,1
273,1064,PA,A_PuertoRico_8_1934,1
109,899,PA,A_PuertoRico_8_1934,1
367,870,PA,A_PuertoRico_8_1934,1
174,865,PA,A_PuertoRico_8_1934,1
448,920,PA,A_PuertoRico_8_1934,1
428,1073,PA,A_PuertoRico_8_1934,1
257,1036,PA,A_PuertoRico_8_1934,1
243,950,PA,A_PuertoRico_8_1934,1
412,926,PA,A_PuertoRico_8_1934,1
331,1081,PA,A_PuertoRico_8_1934,1
293,1069,PA,A_PuertoRico_8_1934,1
150,1154,PA,A_PuertoRico_8_1934,1
331,1181,PA,A_PuertoRico_8_1934,1
198,1061,PA,A_PuertoRico_8_1934,1
198,1174,PA,A_PuertoRico_8_1934,1
377,965,PA,A_PuertoRico_8_1934,1
179,1124,PA,A_PuertoRico_8_1934,1
195,889,PA,A_PuertoRico_8_1934,1
121,1254,PA,A_PuertoRico_8_1934,1
103,1150,PA,A_PuertoRico_8_1934,1
434,1248,PA,A_PuertoRico_8_1934,1
271,984,PA,A_PuertoRico_8_1934,1
85,925,PA,A_PuertoRico_8_1934,1
387,1076,PA,A_PuertoRico_8_1934,1
451,1244,PA,A_PuertoRico_8_1934,1
217,1010,PA,A_PuertoRico_8_1934,1
302,1105,PA,A_PuertoRico_8_1934,1
466,1158,PA,A_PuertoRico_8_1934,1
435,1248,PA,A_PuertoRico_8_1934,1
208,889,PA,A_PuertoRico_8_1934,1
230,904,PA,A_PuertoRico_8_1934,1
304,1089,PA,A_PuertoRico_8_1934,1
472,1158,PA,A_PuertoRico_8_1934,1
276,1171,PA,A_PuertoRico_8_1934,1
138,883,PA,A_PuertoRico_8_1934,1
460,876,PA,A_PuertoRico_8_1934,1
151,1180,PA,A_PuertoRico_8_1934,1
287,1070,PA,A_PuertoRico_8_1934,1
117,978,PA,A_PuertoRico_8_1934,1
240,922,PA,A_PuertoRico_8_1934,1
416,1158,PA,A_PuertoRico_8_1934,1
307,882,PA,A_PuertoRico_8_1934,1
246,893,PA,A_PuertoRico_8_1934,1
232,1134,PA,A_PuertoRico_8_1934,1
301,1098,PA,A_PuertoRico_8_1934,1
301,1117,PA,A_PuertoRico_8_1934,1
426,921,PA,A_PuertoRico_8_1934,1
347,1185,PA,A_PuertoRico_8_1934,1
95,1022,PA,A_PuertoRico_8_1934,1
89,1213,PA,A_PuertoRico_8_1934,1
160,1078,PA,A_PuertoRico_8_1934,1
349,1070,PA,A_PuertoRico_8_1934,1
350,1058,PA,A_PuertoRico_8_1934,1
295,1136,PA,A_PuertoRico_8_1934,1
298,1242,PA,A_PuertoRico_8_1934,1
466,1215,PA,A_PuertoRico_8_1934,1
289,1092,PA,A_PuertoRico_8_1934,1
149,935,PA,A_PuertoRico_8_1934,1
77,1051,PA,A_PuertoRico_8_1934,1
461,1127,PA,A_PuertoRico_8_1934,1
273,978,PA,A_PuertoRico_8_1934,1
405,891,PA,A_PuertoRico_8_1934,1
275,1220,PA,A_PuertoRico_8_1934,1
299,1242,PA,A_PuertoRico_8_1934,1
419,930,PA,A_PuertoRico_8_1934,1
343,865,PA,A_PuertoRico_8_1934,1
431,1115,PA,A_PuertoRico_8_1934,1
132,1191,PA,A_PuertoRico_8_1934,1
115,978,PA,A_PuertoRico_8_1934,1
405,1004,PA,A_PuertoRico_8_1934,1
174,1213,PA,A_PuertoRico_8_1934,1
277,1047,PA,A_PuertoRico_8_1934,1
395,905,PA,A_PuertoRico_8_1934,1
114,1085,PA,A_PuertoRico_8_1934,1
342,1179,PA,A_PuertoRico_8_1934,1
398,964,PA,A_PuertoRico_8_1934,1
334,1054,PA,A_PuertoRico_8_1934,1
433,952,PA,A_PuertoRico_8_1934,1
101,1001,PA,A_PuertoRico_8_1934,1
292,983,PA,A_PuertoRico_8_1934,1
373,1122,PA,A_PuertoRico_8_1934,1
370,1132,PA,A_PuertoRico_8_1934,1
435,973,PA,A_PuertoRico_8_1934,1
285,1041,PA,A_PuertoRico_8_1934,1
470,1001,PA,A_PuertoRico_8_1934,1
246,1230,PA,A_PuertoRico_8_1934,1
424,1171,PA,A_PuertoRico_8_1934,1
471,941,PA,A_PuertoRico_8_1934,1
320,948,PA,A_PuertoRico_8_1934,1
390,873,PA,A_PuertoRico_8_1934,1
448,1067,PA,A_PuertoRico_8_1934,1
150,1246,PA,A_PuertoRico_8_1934,1
250,907,PA,A_PuertoRico_8_1934,1
412,968,PA,A_PuertoRico_8_1934,1
360,1003,PA,A_PuertoRico_8_1934,1
101,1053,PA,A_PuertoRico_8_1934,1
142,1090,PA,A_PuertoRico_8_1934,1
347,1059,PA,A_PuertoRico_8_1934,1
433,1026,PA,A_PuertoRico_8_1934,1
82,975,PA,A_PuertoRico_8_1934,1
183,869,PA,A_PuertoRico_8_1934,1
262,1198,PA,A_PuertoRico_8_1934,1
117,1026,PA,A_PuertoRico_8_1934,1
116,1136,PA,A_PuertoRico_8_1934,1
317,1050,PA,A_PuertoRico_8_1934,1
318,921,PA,A_PuertoRico_8_1934,1
471,920,PA,A_PuertoRico_8_1934,1
446,1030,PA,A_PuertoRico_8_1934,1
129,1184,PA,A_PuertoRico_8_1934,1
80,887,PA,A_PuertoRico_8_1934,1
326,1190,PA,A_PuertoRico_8_1934,1
348,1263,PA,A_PuertoRico_8_1934,1
222,981,PA,A_PuertoRico_8_1934,1
148,1110,PA,A_PuertoRico_8_1934,1
162,1133,PA,A_PuertoRico_8_1934,1
246,1174,PA,A_PuertoRico_8_1934,1
197,1003,PA,A_PuertoRico_8_1934,1
266,1189,PA,A_PuertoRico_8_1934,1
101,1231,PA,A_PuertoRico_8_1934,1
185,1166,PA,A_PuertoRico_8_1934,1
147,1089,PA,A_PuertoRico_8_1934,1
416,1106,PA,A_PuertoRico_8_1934,1
247,1260,PA,A_PuertoRico_8_1934,1
368,1010,PA,A_PuertoRico_8_1934,1
114,982,PA,A_PuertoRico_8_1934,1
260,1189,PA,A_PuertoRico_8_1934,1
367,942,PA,A_PuertoRico_8_1934,1
404,1229,PA,A_PuertoRico_8_1934,1
370,1055,PA,A_PuertoRico_8_1934,1
359,937,PA,A_PuertoRico_8_1934,1
175,913,PA,A_PuertoRico_8_1934,1
219,1247,PA,A_PuertoRico_8_1934,1
340,909,PA,A_PuertoRico_8_1934,1
85,1002,PA,A_PuertoRico_8_1934,1
313,1093,PA,A_PuertoRico_8_1934,1
288,908,PA,A_PuertoRico_8_1934,1
340,1168,PA,A_PuertoRico_8_1934,1
176,1262,PA,A_PuertoRico_8_1934,1
305,954,PA,A_PuertoRico_8_1934,1
325,971,PA,A_PuertoRico_8_1934,1
83,932,PA,A_PuertoRico_8_1934,1
383,1146,PA,A_PuertoRico_8_1934,1
124,1231,PA,A_PuertoRico_8_1934,1
241,1182,PA,A_PuertoRico_8_1934,1
311,1255,PA,A_PuertoRico_8_1934,1
82,986,PA,A_PuertoRico_8_1934,1
112,1130,PA,A_PuertoRico_8_1934,1
104,951,PA,A_PuertoRico_8_1934,1
374,1029,PA,A_PuertoRico_8_1934,1
236,1025,PA,A_PuertoRico_8_1934,1
309,1232,PA,A_PuertoRico_8_1934,1
394,1192,PA,A_PuertoRico_8_1934,1
461,1021,PA,A_PuertoRico_8_1934,1
281,882,PA,A_PuertoRico_8_1934,1
86,885,PA,A_PuertoRico_8_1934,1
190,1116,PA,A_PuertoRico_8_1934,1
112,984,PA,A_PuertoRico_8_1934,1
438,1029,PA,A_PuertoRico_8_1934,1
96,1199,PA,A_PuertoRico_8_1934,1
376,1238,PA,A_PuertoRico_8_1934,1
268,1222,PA,A_PuertoRico_8_1934,1
343,1108,PA,A_PuertoRico_8_1934,1
349,1034,PA,A_PuertoRico_8_1934,1
395,1073,PA,A_PuertoRico_8_1934,1
340,1100,PA,A_PuertoRico_8_1934,1
461,1063,PA,A_PuertoRico_8_1934,1
229,1101,PA,A_PuertoRico_8_1934,1
197,1157,PA,A_PuertoRico_8_1934,1
178,982,PA,A_PuertoRico_8_1934,1
466,1069,PA,A_PuertoRico_8_1934,1
438,944,PA,A_PuertoRico_8_1934,1
388,971,PA,A_PuertoRico_8_1934,1
462,1188,PA,A_PuertoRico_8_1934,1
100,1186,PA,A_PuertoRico_8_1934,1
109,1125,PA,A_PuertoRico_8_1934,1
184,1016,PA,A_PuertoRico_8_1934,1
136,1034,PA,A_PuertoRico_8_1934,1
139,1109,PA,A_PuertoRico_8_1934,1
420,1245,PA,A_PuertoRico_8_1934,1
172,1264,PA,A_PuertoRico_8_1934,1
319,1228,PA,A_PuertoRico_8_1934,1
327,887,PA,A_PuertoRico_8_1934,1
386,1137,PA,A_PuertoRico_8_1934,1
121,1107,PA,A_PuertoRico_8_1934,1
240,1227,PA,A_PuertoRico_8_1934,1
463,986,PA,A_PuertoRico_8_1934,1
403,1138,PA,A_PuertoRico_8_1934,1
268,1130,PA,A_PuertoRico_8_1934,1
292,931,PA,A_PuertoRico_8_1934,1
125,959,PA,A_PuertoRico_8_1934,1
345,1093,PA,A_PuertoRico_8_1934,1
126,1108,PA,A_PuertoRico_8_1934,1
444,1173,PA,A_PuertoRico_8_1934,1
170,1031,PA,A_PuertoRico_8_1934,1
80,1087,PA,A_PuertoRico_8_1934,1
425,1101,PA,A_PuertoRico_8_1934,1
245,999,PA,A_PuertoRico_8_1934,1
429,997,PA,A_PuertoRico_8_1934,1
317,1030,PA,A_PuertoRico_8_1934,1
431,867,PA,A_PuertoRico_8_1934,1
412,1246,PA,A_PuertoRico_8_1934,1
148,943,PA,A_PuertoRico_8_1934,1
463,1258,PA,A_PuertoRico_8_1934,1
111,1017,PA,A_PuertoRico_8_1934,1
416,1090,PA,A_PuertoRico_8_1934,1
435,1254,PA,A_PuertoRico_8_1934,1
174,1111,PA,A_PuertoRico_8_1934,1
158,1105,PA,A_PuertoRico_8_1934,1
317,907,PA,A_PuertoRico_8_1934,1
416,1037,PA,A_PuertoRico_8_1934,1
152,948,PA,A_PuertoRico_8_1934,1
277,1183,PA,A_PuertoRico_8_1934,1
366,1209,PA,A_PuertoRico_8_1934,1
378,1257,PA,A_PuertoRico_8_1934,1
251,1128,PA,A_PuertoRico_8_1934,1
198,964,PA,A_PuertoRico_8_1934,1
395,1102,PA,A_PuertoRico_8_1934,1
438,1256,PA,A_PuertoRico_8_1934,1
399,1015,PA,A_PuertoRico_8_1934,1
467,917,PA,A_PuertoRico_8_1934,1
463,1110,PA,A_PuertoRico_8_1934,1
192,917,PA,A_PuertoRico_8_1934,1
199,1255,PA,A_PuertoRico_8_1934,1
369,1060,PA,A_PuertoRico_8_1934,1
